idade,renda,hist_credito,emprego,propriedade
42,11960.96,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
98,48632.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Operator,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
65,41199.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
31,63643.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Quality Control Specialist,elementum ligula vehicula consequat morbi a ipsum integer a nibh
92,55016.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accounting Assistant IV,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
44,58692.19,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Test Engineer III,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
59,20931.81,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Representative IV,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
45,30871.21,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Product Management,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
87,12172.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
98,26487.65,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
99,66986.07,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
35,73757.02,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Health Coach I,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
64,37945.74,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Chief Design Engineer,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
67,83060.05,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Editor,nisl duis bibendum felis sed interdum venenatis turpis enim blandit
64,2091.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Legal Assistant,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
63,70540.71,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse Practicioner,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
73,80624.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
98,2101.19,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Engineer III,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
75,27321.79,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
78,73629.18,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Design Engineer,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
98,23970.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
56,94505.05,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
78,79920.85,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Paralegal,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
81,75657.94,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accountant IV,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
94,42083.17,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Computer Systems Analyst IV,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
41,96321.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Occupational Therapist,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
52,27239.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,General Manager,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
80,41254.9,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Tax Accountant,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
83,59315.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Budget/Accounting Analyst II,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
37,36771.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nuclear Power Engineer,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
25,26655.36,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Legal Assistant,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
39,43701.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Clinical Specialist,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
99,34313.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Automation Specialist II,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
99,29864.58,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
27,47127.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Human Resources Manager,eu magna vulputate luctus cum sociis natoque penatibus et magnis
30,97241.49,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Engineer III,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
92,88679.25,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Database Administrator I,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
18,16466.04,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Representative,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
95,55961.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Librarian,convallis morbi odio odio elementum eu interdum eu tincidunt in leo
42,39160.86,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
54,78711.34,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Advisor,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
43,21260.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Legal Assistant,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
98,30786.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
23,12157.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Internal Auditor,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
38,53503.68,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
58,31091.5,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Mechanical Systems Engineer,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
65,74287.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Assistant I,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
95,85.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Nurse,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
43,6416.08,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
35,45920.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Junior Executive,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
76,94865.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst II,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
21,81415.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Operator,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
46,46570.48,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Associate,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
76,97910.56,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Cost Accountant,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
76,6606.33,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst III,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
32,58625.48,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
98,69851.3,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
91,2256.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
41,43203.53,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Mechanical Systems Engineer,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
54,80637.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Associate,magna at nunc commodo placerat praesent blandit nam nulla integer pede
50,13876.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Graphic Designer,ultrices vel augue vestibulum ante ipsum primis in faucibus orci
23,60526.81,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse Practicioner,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
88,60730.93,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
64,18579.17,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
74,31457.8,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
18,34552.43,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Financial Analyst,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
27,88962.64,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,tempus semper est quam pharetra magna ac consequat metus sapien
20,31715.61,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Web Designer III,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
53,91645.71,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Graphic Designer,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
